# https://en.wikipedia.org/wiki/Mobile_country_code
40006;Naxtel
40101;Beeline
40102;Kcell
40107;Altel
40108;Kazakhtelecom
40177;Tele2.kz
40211;B-Mobile
40277;TashiCell
40401;Vi India
40402;AirTel
40403;AirTel
40405;Vi India
40407;Vi India
40409;Reliance
40410;AirTel
40411;Vi India
40414;Vi India
40415;Vi India
40416;Airtel
40418;Reliance
40420;Vi India
40422;Vi India
40430;Vi India
40431;AirTel
40434;BSNL Mobile
40438;BSNL Mobile
40440;AirTel
40443;Vi India
40445;Airtel
40446;Vi India
40449;Airtel
40451;BSNL Mobile
40452;Reliance
40453;BSNL Mobile
40454;BSNL Mobile
40455;BSNL Mobile
40457;BSNL Mobile
40458;BSNL Mobile
40459;BSNL Mobile
40460;Vi India
40462;BSNL Mobile
40464;BSNL Mobile
40466;BSNL Mobile
40468;MTNL
40469;MTNL
40470;AirTel
40471;BSNL Mobile
40472;BSNL Mobile
40473;BSNL Mobile
40474;BSNL Mobile
40475;BSNL Mobile
40476;BSNL Mobile
40477;BSNL Mobile
40478;Vi India
40479;BSNL Mobile
40480;BSNL Mobile
40481;BSNL Mobile
40482;Vi India
40483;Reliance
40485;Reliance
40486;Vi India
40490;AirTel
40492;AirTel
40493;AirTel
40494;AirTel
40495;AirTel
40496;AirTel
40497;AirTel
40498;AirTel
405048;INDIAN RAILWAYS GSM-R
40506;Reliance
40507;Reliance
40508;Reliance
40509;Reliance
40510;Reliance
40511;Reliance
40512;Reliance
40513;Reliance
40514;Reliance
40515;Reliance
40517;Reliance
40518;Reliance
40519;Reliance
40520;Reliance
40521;Reliance
40522;Reliance
40523;Reliance
40551;AirTel
40552;AirTel
40553;AirTel
40554;AirTel
40555;Airtel
40556;AirTel
40567;Vi India
40570;Vi India
405750;Vi India
405751;Vi India
405753;Vi India
405755;Vi India
405840;Jio
405854;Jio
405855;Jio
405856;Jio
405857;Jio
405858;Jio
405859;Jio
405860;Jio
405861;Jio
405862;Jio
405863;Jio
405864;Jio
405865;Jio
405866;Jio
405867;Jio
405868;Jio
405869;Jio
405870;Jio
405871;Jio
405872;Jio
405873;Jio
405874;Jio
41001;Jazz
41002;3G EVO / CharJi 4G
41003;Ufone
41004;Zong
41005;SCO Mobile
41006;Telenor
41007;Jazz
41008;SCO Mobile
41201;AWCC
41220;Roshan
41240;MTN
41250;Etisalat
41255;WASEL
41280;Salaam
41288;Salaam
41301;SLTMobitel
41302;Dialog
41308;Hutch
41311;Dialog
41312;SLTMobitel
41401;MPT
41403;CDMA800
41405;Ooredoo
41409;Mytel
41420;ACS
41421;ACS
41501;Alfa
41503;Touch
41601;zain JO
41603;Umniah
41677;Orange
41701;Syriatel
41702;MTN
41750;Rcell
41800;Asia Cell
41805;Asia Cell
41808;SanaTel
41820;Zain
41830;Zain
41840;Korek
41845;Mobitel
41862;Itisaluna
41866;Fastlink
41892;Omnnea
41902;zain KW
41903;Ooredoo
41904;STC
42001;Al Jawal (STC )
42003;Mobily
42004;Zain
42005;Virgin Mobile
42006;Lebara Mobile
42021;RGSM
42101;SabaFon
42102;YOU
42103;Yemen Mobile
42104;Y
42110;Yemen-4G
42111;Yemen Mobile
42202;Omantel
42203;Ooredoo
42206;Vodafone
42402;Etisalat
42403;du
42501;Partner
42502;Cellcom
42503;Pelephone
42505;Jawwal
42505;Jawwal
42506;Ooredoo
42506;Wataniya Mobile
42507;Hot Mobile
42508;Golan Telecom
42509;We4G
42510;Partner
42512;x2one
42516;Rami Levy
42518;Cellact Communications
42519;019 Mobile
42524;012 Mobile
42525;IMOD
42526;Annatel
42601;Batelco
42602;zain BH
42604;stc
42605;Batelco
42701;Ooredoo
42702;Vodafone
42705;Ministry of Interior
42706;Ministry of Interior
42833;ONDO
42888;Unitel
42891;Skytel
42898;G-Mobile
42899;Mobicom
42901;Namaste / NT Mobile / Sky Phone
42902;Ncell
42904;SmartCell
43202;ApTel, AzarTel
43206;Arian-Tel
43208;Shatel Mobile
43210;Samantel
43211;IR-TCI (Hamrah-e-Avval)
43212;Avacell (HiWEB)
43214;TKC/KFZO
43232;Taliya
43235;MTN Irancell
43244;Mobinnet
43245;Zi-Tel
43246;HiWEB
43250;Shatel Mobile
43293;Iraphone
43403;UzMobile
43404;Beeline
43405;Ucell
43406;Perfectum Mobile
43407;Mobiuz
43408;UzMobile
43409;EVO
43410;HUMANS
43601;Tcell
43602;Tcell
43603;MegaFon
43604;Babilon-M
43605;ZET-Mobile
43610;Babilon-T
43701;Beeline
43705;MegaCom
43709;O!
43802;TM-Cell
43803;AGTS CDMA
44003;IIJmio
44010;NTT docomo
44011;Rakuten Mobile
44020;SoftBank
44021;SoftBank
44050;au
44051;au
44052;au
44053;au
45002;KT
45005;SKTelecom
45006;LG U+
45008;olleh
45011;Tplus
45012;SKTelecom
45201;MobiFone
45202;Vinaphone
45204;Viettel Mobile
45205;Vietnamobile
45207;Gmobile
45208;I-Telecom
45209;Wintel
45400;1O1O / One2Free / New World Mobility / SUNMobile
45403;3
45406;SmarTone
45407;China Unicom
45408;Truphone
45412;CMCC HK
45413;CMCC HK
45416;PCCW Mobile
45419;PCCW Mobile
45420;PCCW Mobile
45431;CTExcel
45501;CTM
45505;3 Macau
45507;China Telecom
45601;Cellcard
45602;Smart
45605;Smart
45606;Smart
45608;Metfone
45609;Metfone
45611;SEATEL
45618;Cellcard
45701;LaoTel
45702;ETL
45703;Unitel
45707;Best
45708;TPLUS
46000;China Mobile
46001;China Unicom
46003;China Telecom
46009;China Unicom
46011;China Telecom
46015;China Broadnet
46020;China Tietong
46601;FarEasTone
46605;Gt
46689;T Star
46692;Chunghwa
46697;Taiwan Mobile
46705;Koryolink
46706;Kang Song NET
47001;Grameenphone
47002;Robi
47003;Banglalink
47004;TeleTalk
47007;Airtel
47010;Banglalion
47201;Dhiraagu
47202;Ooredoo
50211;TM Homeline
50212;Maxis
50213;CelcomDigi
502150;Tune Talk
502152;Yes
502153;unifi
502156;Altel
502157;Telin
50216;DiGi
50217;Maxis
50218;U Mobile
50219;Celcom
50501;Telstra
50502;Optus
50503;Vodafone
50510;Norfolk Is.
50510;Norfolk Telecom
50511;Telstra
50513;RailCorp
50514;AAPT
50516;VicTrack
50517;Optus
50519;Lycamobile
50538;Truphone
50562;NBN
50568;NBN
50571;Telstra
50572;Telstra
51000;PSN
51001;Indosat
51009;Smartfren
51010;Telkomsel
51011;XL
51021;Indosat
51028;Fren/Hepi
51089;3
51401;Telkomcel
51402;TT
51403;Telemor
51502;Globe
51503;SMART
51505;Sun Cellular
51566;DITO
52000;TrueMove H / my by NT
52001;AIS
52002;NT Mobile
52003;AIS
52004;TrueMove H
52005;dtac
52015;AIS-T / NT Mobile
52018;dtac
52099;TrueMove
52501;SingTel
52503;M1
52504;Grid
52505;StarHub
52509;Circles.Life
52510;SIMBA
52512;Grid
52802;PCSB
52803;UNN
52811;DST
53001;One NZ
53005;Spark
53024;2degrees
53602;Digicel
53701;bmobile
53702;citifon
53703;Digicel
53901;U-Call
53988;Digicel
54001;BREEZE
54002;BeMobile
54100;AIL
54101;SMILE
54105;Digicel
54107;WanTok
54201;Vodafone
54202;Digicel
54203;TFL
54301;Manuia
54411;Bluesky
54501;Kiribati - ATH
54509;Kiribati - Frigate Net
54601;Mobilis
54705;Ora
54715;Vodafone
54720;Vini
54801;Vodafone
54900;Digicel
54901;Digicel
54927;Vodafone
55201;PNCC
55202;PT Waves
55299;PMCI
55301;TTC
55501;Telecom Niue
60201;Orange
60202;Vodafone
60203;e&
60204;WE
60301;Mobilis
60302;Djezzy
60303;Ooredoo
60307;AT
60309;AT
60400;Orange Morocco
60401;IAM
60402;INWI
60405;INWI
60501;Orange
60502;Tunicell
60503;Ooredoo
60600;Libyana
60601;Madar
60602;Al-Jeel Phone
60603;Libya Phone
60606;Hatef Libya
60701;Gamcel
60702;Africell
60703;Comium
60704;QCell
60801;Orange
60802;Free
60803;Expresso
60901;Mattel
60902;Chinguitel
60910;Moov
61001;Malitel
61002;Orange
61003;Telecel
61101;Orange
61104;MTN
61105;Cellcom
61202;Moov
61203;Orange
61204;KoZ
61205;MTN
61206;GreenN
61207;café
61301;Moov
61302;Orange
61303;Telecel Faso
61401;SahelCom
61402;Airtel
61403;Moov
61404;Orange
61501;Togo Cell
61503;Moov
61602;Moov
61603;MTN
61607;Celtiis
61701;my.t
61702;MOKOZE / AZU
61703;CHILI
61710;Emtel
61801;Lonestar Cell MTN
61804;Novafone
61807;Orange LBR
61820;LIBTELCO
61901;Orange
61903;Africell
61905;Africell
61906;SierraTel
61909;Smart Mobile
62001;MTN
62002;Vodafone
62003;AT Ghana
62004;Expresso
62006;AT Ghana
62007;Globacom
62010;Blu
62014;busy
62120;Airtel
62122;InterC
62127;Smile
62128;MCom (Mafab)
62130;MTN
62140;Ntel
62150;Glo
62160;9mobile
62201;Airtel
62202;Tawali
62203;Tigo
62207;Salam
62301;Moov
62302;TC
62304;Azur
62401;MTN Cameroon
62402;Orange
62403;Camtel
62404;Nexttel
62501;CVMOVEL
62502;T+
62601;CSTmovel
62602;Unitel STP
62701;Orange GQ
62703;Muni
62801;Libertis
62802;Moov
62803;Airtel
62901;Airtel
62907;Airtel
62910;Libertis Telecom
63001;Vodacom
63002;Airtel
63005;Supercell
63086;Orange RDC
63089;Orange RDC
63090;Africell
63102;UNITEL
63104;MOVICEL
63201;Guinetel
63202;MTN Areeba
63203;Orange
63207;Guinetel
63301;Cable & Wireless
63310;Airtel
63401;Zain
63402;MTN
63405;canar
63407;Sudani One
63510;MTN Rwanda
63513;Airtel
63517;KTRN
63601;MTN
63602;Safari
63701;Telesom
63704;Somafone
63710;Nationlink
63720;SOMNET
63730;Golis
63750;Hormuud
63757;UNITEL
63760;Nationlink
63767;Horntel Group
63771;Somtel
63782;Telcom
63801;Evatis
63901;Safaricom IoT
63902;Safaricom
63903;Airtel
63907;Telkom
63910;Faiba 4G
64002;tiGO
64003;Zantel
64004;Vodacom
64005;Airtel
64007;TTCL Mobile
64009;Halotel
64011;Smile
64101;Airtel
64110;MTN
64111;Uganda Telecom
64122;Airtel
64144;K2
64201;econet Leo
64203;Onatel
64208;Lumitel
64282;econet Leo
64301;tmCel
64303;Movitel
64304;Vodacom
64501;Airtel
64502;MTN
64503;ZAMTEL
64601;Airtel
64602;Orange
64604;Telma
64605;BIP / blueline
64700;Orange
64702;Only
64703;Free
64704;Zeop
64710;SFR Réunion
64801;Net*One
64803;Telecel
64804;Econet
64901;MTC
64902;switch
64903;TN Mobile
65001;TNM
65002;Access
65003;MTL
65010;Airtel
65101;Vodacom
65102;Econet Telecom
65201;Mascom
65202;Orange
65204;BTC Mobile
65310;MTN Eswatini
65401;HURI
65402;TELCO SA
65501;Vodacom
65502;Telkom
65507;Cell C
65510;MTN
65514;Neotel
65519;rain
65701;Eritel
65801;Sure
65902;MTN
65905;DIGITEL
65906;Zain
70267;DigiCell
70269;SMART
70299;SMART
70401;Claro
70402;Tigo
70403;Claro
70405;INTELFON
70601;Claro
70602;Digicel
70603;Tigo
70604;Movistar
70605;RED
708001;Claro
708002;Tigo
708030;Hondutel
71021;Claro
710300;Tigo
71073;Claro
71201;Kölbi ICE
71202;Kölbi ICE
71203;Claro
71204;Liberty
71401;+Móvil
714020;Tigo
71402;Tigo
71403;Claro
71606;Movistar
71607;Entel
71610;Claro
71615;Bitel
71617;Entel
722010;Movistar
72201;Tuenti
722034;Personal
722040;Globalstar
722070;Movistar
72207;Movistar
722210;IMOWI
722310;Claro
722320;Claro
722330;Claro
722340;Personal
722341;Personal
72402;TIM
72403;TIM
72404;TIM
72405;Claro
72406;Vivo
72410;Vivo
72411;Vivo
72413;NLT
72415;Sercomtel
72417;Surf Telecom
72418;datora
72421;LIGUE
72423;Vivo
72428;No name
72429;Unifique
72432;Algar Telecom
72433;Algar Telecom
72434;Algar Telecom
72438;Claro
72440;Telecall
72499;Local
73001;Entel
73002;Movistar
73003;Claro
73006;Telsur
73008;VTR Móvil
73009;WOM
73010;Entel
73013;Virgin Mobile
73021;Entel
73023;Claro
73024;Claro
73026;Entel
73029;Entel
73099;Will
732001;Movistar
732099;EMCALI
732101;Claro
732103;Tigo
732111;Tigo
732123;Movistar
732154;Virgin Mobile
732187;eTb
732360;WOM
73402;Digitel
73404;Movistar
73406;Movilnet
73601;Viva
73602;Entel
73603;Tigo
738002;GT&T Cellink Plus
73800;E-Networks
73801;Digicel
74000;Movistar
74001;Claro
74002;CNT Mobile
74003;Tuenti
74401;VOX
74402;Claro
74404;Tigo
74405;Personal
74406;Copaco
74602;Telesur
74603;Digicel
74801;Antel
74807;Movistar
74810;Claro
750001;Sure
